Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Idalys Ortíz;18;Cuba;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Ludwig Paischer;26;Austria;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;EUROPE
Pak Chol-Min;25;North Korea;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
Paula Pareto;22;Argentina;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Lucija Polavder;23;Slovenia;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Stéphanie Possamai;28;France;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Ketleyn Quadros;20;Brazil;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Giulia Quintavalle;25;Italy;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;EUROPE
Teddy Riner;19;France;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Ronda Rousey;21;United States;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;AMERICA
Rishod Sobirov;21;Uzbekistan;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
Ryoko Tamura-Tani;32;Japan;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
Abdullo Tangriyev;27;Uzbekistan;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;ASIA
Ayumi Tanimoto;27;Japan;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Tong Wen;25;China;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Irakli Tsirekidze;26;Georgia;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;EUROPE
Maki Tsukada;26;Japan;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;ASIA
Masato Uchishiba;30;Japan;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Masae Ueno;29;Japan;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Wang Gi-Chun;19;South Korea;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;ASIA
Elisabeth Willeboordse;29;Netherlands;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;EUROPE
Won Ok-Im;21;North Korea;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
Xian Dongmei;32;China;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Xu Yan;26;China;2008;24/08/2008;Judo;0;0;1;1;1;Olympics;ASIA
Yang Xiuli;24;China;2008;24/08/2008;Judo;1;0;0;1;3;Olympics;ASIA
Askhat Zhitkeyev;27;Kazakhstan;2008;24/08/2008;Judo;0;1;0;1;2;Olympics;ASIA
Noriko Anno;28;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Yordanis Arencibia;24;Cuba;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Daima Beltrán;31;Cuba;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;AMERICA
Annett Böhm;24;Germany;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Yvonne Bönisch;23;Germany;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;EUROPE
Edith Bosch;24;Netherlands;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;EUROPE
Flávio Canto;29;Brazil;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Choi Min-Ho;23;South Korea;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Tea Donguzashvili;28;Russia;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Gao Feng;22;China;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Georgi Georgiev;28;Bulgaria;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Driulys González;30;Cuba;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Deborah Gravenstijn;29;Netherlands;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Leandro Guilheiro;21;Brazil;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Claudia Heill;22;Austria;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;EUROPE
Ilse Heylen;27;Belgium;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Roman Hontiuk;20;Ukraine;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;EUROPE
Mark Huizinga;30;Netherlands;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Ilias Iliadis;17;Greece;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;EUROPE
Hiroshi Izumi;22;Japan;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;ASIA
Jang Seong-Ho;26;South Korea;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;ASIA
Frédérique Jossinet;28;France;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;EUROPE
Michael Jurack;25;Germany;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Khashbaataryn Tsagaanbaatar;20;Mongolia;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Nest'or Khergiani;29;Georgia;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;EUROPE
Jozef Krnác;26;Slovakia;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;EUROPE
Kye Sun-Hui;25;North Korea;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;ASIA
Yurisel Laborde;25;Cuba;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Lee Won-Hui;23;South Korea;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Liu Xia;25;China;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;ASIA
Yurisleidy Lupetey;23;Cuba;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Igor Makarov;25;Belarus;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;EUROPE
Vitaly Makarov;30;Russia;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;ASIA
Julia Matijass;30;Germany;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Lucia Morico;28;Italy;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Tadahiro Nomura;29;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Dmitry Nosov;24;Russia;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Jimmy Pedro;33;United States;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Indrek Pertelson;33;Estonia;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Qin Dongya;24;China;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Amarilys Savón;30;Cuba;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;AMERICA
Sun Fuming;30;China;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Keiji Suzuki;24;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Ryoko Tamura-Tani;28;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Ayumi Tanimoto;23;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Khasanbi Taov;26;Russia;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Tamerlan Tmenov;27;Russia;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;ASIA
Maki Tsukada;22;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Masato Uchishiba;26;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Masae Ueno;25;Japan;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Dennis van der Geest;29;Netherlands;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Xian Dongmei;28;China;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;ASIA
Yuki Yokosawa;23;Japan;2004;29/08/2004;Judo;0;1;0;1;2;Olympics;ASIA
Arik Ze'evi;27;Israel;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;ASIA
Urška Žolnir;22;Slovenia;2004;29/08/2004;Judo;0;0;1;1;1;Olympics;EUROPE
Zurab Zviadauri;23;Georgia;2004;29/08/2004;Judo;1;0;0;1;3;Olympics;EUROPE
Daima Beltrán;28;Cuba;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;AMERICA
Larbi Ben Boudaoud;26;France;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;EUROPE
Lyubov Bruletova;26;Russia;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;ASIA
Aleksei Budõlin;24;Estonia;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Tiago Camilo;18;Brazil;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;AMERICA
Nuno Delgado;24;Portugal;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Frédéric Demontfaucon;26;France;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
David Douillet;31;France;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;EUROPE
Isabel Fernández;28;Spain;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;EUROPE
Nicolas Gill;28;Canada;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;AMERICA
Girolamo Giovinazzo;32;Italy;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Driulys González;26;Cuba;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;AMERICA
Anna-Maria Gradante;23;Germany;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Carlos Honorato;25;Brazil;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;AMERICA
Kate Howey;27;Great Britain;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;EUROPE
Mark Huizinga;27;Netherlands;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;EUROPE
Kosei Inoue;22;Japan;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;ASIA
Jeong Seok-Gyeong;22;South Korea;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;ASIA
Jeong Seong-Suk;28;South Korea;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Jo In-Cheol;24;South Korea;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;ASIA
Jo Min-Seon;28;South Korea;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Kim Seon-Yeong;21;South Korea;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Kie Kusakabe;21;Japan;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Kye Sun-Hui;21;North Korea;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Anatoly Laryukov;29;Belarus;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Céline Lebrun;24;France;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;EUROPE
Li Shufang;21;China;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;ASIA
Liu Yuxiang;24;China;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Giuseppe Maddaloni;24;Italy;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;EUROPE
Ruslan Mashurenko;29;Ukraine;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Tadahiro Nomura;25;Japan;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;ASIA
Hüseyin Özkan;28;Turkey;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;ASIA
Mária Pekli;28;Australia;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;OCEANIA
Indrek Pertelson;29;Estonia;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Emanuela Pierantozzi;32;Italy;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Manolo Poulot;26;Cuba;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;AMERICA
Simona Richter;28;Romania;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Ylenia Scapin;25;Italy;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Shinichi Shinohara;27;Japan;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;ASIA
Ann Simons;20;Belgium;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Aydyn Smagulov;23;Kyrgyzstan;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Yury Styopkin;28;Russia;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Noriko Sugawara-Narazaki;27;Japan;2000;01/10/2000;Judo;0;1;0;1;2;Olympics;ASIA
Makoto Takimoto;25;Japan;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;ASIA
Ryoko Tamura-Tani;25;Japan;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;ASIA
Tang Lin;24;China;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;ASIA
Tamerlan Tmenov;23;Russia;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Stéphane Traineau;34;France;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Gella Vandecaveye;27;Belgium;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Séverine Vandenhende;26;France;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;EUROPE
Georgios Vazagkasvili;26;Georgia;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Sibelis Veranes;26;Cuba;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;AMERICA
Legna Verdecia;27;Cuba;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;AMERICA
Mayumi Yamashita;24;Japan;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;ASIA
Yuan Hua;26;China;2000;01/10/2000;Judo;1;0;0;1;3;Olympics;ASIA
Vsevolods Zelonijs;27;Latvia;2000;01/10/2000;Judo;0;0;1;1;1;Olympics;EUROPE
Meghan Agosta;23;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Gillian Apps;26;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
David Backes;25;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Niklas Bäckström;32;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Kacey Bellamy;22;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Patrice Bergeron-Cleary;24;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Tessa Bonhomme;24;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Jennifer Botterill;30;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Dan Boyle;33;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Martin Brodeur;37;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Dustin Brown;25;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Caitlin Cahow;24;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Ryan Callahan;24;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Lisa Chesson;23;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Julie Chu;27;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Sidney Crosby;22;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Natalie Darwitz;26;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Drew Doughty;20;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Chris Drury;33;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Meghan Duggan;22;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Molly Engstrom;26;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Valtteri Filppula;25;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Ryan Getzlaf;24;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Tim Gleason;27;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Niklas Hagman;30;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Dany Heatley;29;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Jayna Hefford;32;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Anne Helin;23;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Jenni Hiirikoski;22;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Venla Hovi;22;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Jarome Iginla;32;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Jarkko Immonen;27;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Haley Irwin;21;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Erik Johnson;21;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Jack Johnson;23;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Rebecca Johnston;20;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Olli Jokinen;31;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Patrick Kane;21;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Niko Kapanen;31;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Michelle Karvinen;19;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Duncan Keith;26;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Becky Kellar;35;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Ryan Kesler;25;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Phil Kessel;22;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Gina Kingsbury;28;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Miikka Kiprusoff;33;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Hilary Knight;20;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Mikko Koivu;26;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Saku Koivu;35;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Lasse Kukkonen;28;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Emma Laaksonen;28;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Charlie Labonté;27;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Jocelyne Lamoureux;20;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Monique Lamoureux;20;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Jamie Langenbrunner;34;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Erika Lawler;23;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Jere Lehtinen;36;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Sami Lepistö;25;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Rosa Lindstedt;22;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Roberto Luongo;30;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Toni Lydman;32;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Carla MacLeod;27;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Ryan Malone;30;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Patrick Marleau;30;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Gigi Marvin;22;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Brianne McLaughlin;22;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Terhi Mertanen;28;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Antti Miettinen;29;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Meaghan Mikkelson;25;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Ryan Miller;29;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Brenden Morrow;31;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Rick Nash;25;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Scott Niedermayer;36;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Janne Niskala;28;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Brooks Orpik;29;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Caroline Ouellette;30;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Zach Parise;25;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Joe Pavelski;25;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Ville Peltonen;36;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Heidi Pelttari;24;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Corey Perry;24;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Cherie Piper;28;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Joni Pitkänen;26;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Mariia Posa;21;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Marie-Philip Poulin;18;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Chris Pronger;35;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Brian Rafalski;36;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Annina Rajahuhta;20;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Karoliina Rantamäki;31;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Noora Räty;20;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Mike Richards;25;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Angela Ruggiero;30;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Jarkko Ruutu;34;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Tuomo Ruutu;27;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Bobby Ryan;22;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Mari Saarinen;28;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Sami Salo;35;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Molly Schaus;21;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Jenny Schmidgall-Potter;31;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Brent Seabrook;24;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Teemu Selänne;39;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Saija Sirviö;27;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Colleen Sostorics;30;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Kim St-Pierre;31;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Eric Staal;25;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Kelli Stack;22;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Paul Stastny;24;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Ryan Suter;25;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Shannon Szabados;23;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Karen Thatcher;25;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Tim Thomas;35;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Joe Thornton;30;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Nina Tikkinen;23;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Kimmo Timonen;34;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Jonathan Toews;21;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Minnamari Tuominen;19;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Saara Tuominen;24;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Sarah Vaillancourt;24;Canada;2010;28/02/2010;Ice Hockey;1;0;0;1;3;Winter Olympics;AMERICA
Linda Välimäki;19;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
Jessie Vetter;24;United States;2010;28/02/2010;Ice Hockey;0;1;0;1;2;Winter Olympics;AMERICA
Marjo Voutilainen;28;Finland;2010;28/02/2010;Ice Hockey;0;0;1;1;1;Winter Olympics;EUROPE
